USPS	GEOID	ANSICODE	NAME	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	INTPTLAT	INTPTLONG                                                                                                               
WA	53073	01529224	Whatcom County	5459395487	1028184768	2107.884	396.984	48.842653	-121.836432                                                                                                           
WA	53075	01533501	Whitman County	5592428648	48281266	2159.249	18.642	46.905944	-117.53539                                                                                                               
WA	53077	01531929	Yakima County	11122757370	41168172	4294.521	15.895	46.456558	-120.740145                                                                                                              
WV	54001	01696996	Barbour County	883338745	4639232	341.059	1.791	39.139725	-79.996947                                                                                                                   
WV	54003	01550008	Berkeley County	831766640	1061824	321.147	0.41	39.448054	-78.037776                                                                                                                   
WV	54005	01550009	Boone County	1298967373	4305976	501.534	1.663	38.022814	-81.713539                                                                                                                    
WV	54007	01550010	Braxton County	1322996693	14144661	510.812	5.461	38.699342	-80.731657                                                                                                                 
WV	54009	01558262	Brooke County	231034166	8714144	89.203	3.365	40.272645	-80.578691                                                                                                                     
WV	54011	01550012	Cabell County	727837364	18122707	281.02	6.997	38.419578	-82.243397                                                                                                                    
WV	54013	01696945	Calhoun County	723252434	3704539	279.249	1.43	38.844159	-81.115478                                                                                                                    
WV	54015	01550014	Clay County	885617251	4862445	341.939	1.877	38.459826	-81.081866                                                                                                                      
WV	54017	01689476	Doddridge County	828070519	1958441	319.72	0.756	39.26348	-80.701232                                                                                                                   
WV	54019	01560095	Fayette County	1713507808	17505425	661.589	6.759	38.030933	-81.086051                                                                                                                 
WV	54021	01689673	Gilmer County	876717634	4082111	338.503	1.576	38.915867	-80.849413                                                                                                                    
WV	54023	01697238	Grant County	1236390684	7545524	477.373	2.913	39.105988	-79.195064                                                                                                                    
WV	54025	01557518	Greenbrier County	2640889025	12578757	1019.653	4.857	37.924418	-80.45059                                                                                                              
WV	54027	01718644	Hampshire County	1658614732	10922070	640.395	4.217	39.312139	-78.611989                                                                                                               
WV	54029	01560574	Hancock County	213957146	13879326	82.609	5.359	40.516958	-80.570164                                                                                                                   
WV	54031	01718557	Hardy County	1508194693	5617193	582.317	2.169	39.011361	-78.841729                                                                                                                    
WV	54033	01718426	Harrison County	1077454921	1320319	416.008	0.51	39.279182	-80.386498                                                                                                                  
WV	54035	01559963	Jackson County	1202677932	18836099	464.357	7.273	38.834234	-81.677717                                                                                                                 
WV	54037	01550025	Jefferson County	543006589	5216623	209.656	2.014	39.307398	-77.86322                                                                                                                  
WV	54039	01550026	Kanawha County	2335215662	24056487	901.632	9.288	38.328068	-81.523516                                                                                                                 
WV	54041	01550027	Lewis County	1002071716	7108412	386.902	2.745	38.988877	-80.495477                                                                                                                    
WV	54043	01550028	Lincoln County	1131925075	4023478	437.039	1.553	38.17177	-82.077623                                                                                                                   
WV	54045	01550029	Logan County	1175209778	4830034	453.751	1.865	37.830591	-81.940853                                                                                                                    
WV	54047	01689162	McDowell County	1381646897	3733285	533.457	1.441	37.382663	-81.658205                                                                                                                 
WV	54049	01718173	Marion County	799642461	7186185	308.744	2.775	39.505839	-80.243402                                                                                                                    
WV	54051	01717539	Marshall County	791063503	17411500	305.431	6.723	39.854426	-80.671794                                                                                                                 
WV	54053	01560254	Mason County	1115633278	36174540	430.748	13.967	38.770914	-82.029007                                                                                                                  
WV	54055	01557645	Mercer County	1085113561	4434929	418.965	1.712	37.403448	-81.106456                                                                                                                   
WV	54057	01717890	Mineral County	849173054	3502975	327.868	1.353	39.404781	-78.95669                                                                                                                    
WV	54059	01550036	Mingo County	1095926624	2177833	423.14	0.841	37.721161	-82.158989                                                                                                                     
WV	54061	01550037	Monongalia County	932572493	15051916	360.068	5.812	39.633645	-80.059074                                                                                                               
WV	54063	01557702	Monroe County	1224426774	2297605	472.754	0.887	37.55034	-80.54789                                                                                                                     
WV	54065	01557950	Morgan County	593295476	1401570	229.073	0.541	39.555002	-78.257345                                                                                                                    
WV	54067	01550040	Nicholas County	1675296015	19608977	646.835	7.571	38.291416	-80.797516                                                                                                                
WV	54069	01717163	Ohio County	274098959	8274296	105.83	3.195	40.098932	-80.620728                                                                                                                       
WV	54071	01550042	Pendleton County	1802751454	5437237	696.046	2.099	38.67445	-79.340617                                                                                                                 
WV	54073	01678557	Pleasants County	337015703	11459910	130.122	4.425	39.368133	-81.161172                                                                                                                
WV	54075	01550044	Pocahontas County	2435322222	3978619	940.283	1.536	38.332606	-80.010121                                                                                                               
WV	54077	01558642	Preston County	1680406633	6681831	648.809	2.58	39.46903	-79.668865                                                                                                                    
WV	54079	01550046	Putnam County	895302287	12226982	345.678	4.721	38.510513	-81.906109                                                                                                                   
WV	54081	01550047	Raleigh County	1567866394	10334430	605.357	3.99	37.76247	-81.264671                                                                                                                   
WV	54083	01550048	Randolph County	2692810852	667359	1039.7	0.258	38.781095	-79.867788                                                                                                                   
WV	54085	01689049	Ritchie County	1170648844	4424610	451.99	1.708	39.177112	-81.066317                                                                                                                   
WV	54087	01550050	Roane County	1252422375	404682	483.563	0.156	38.743003	-81.354522                                                                                                                     
WV	54089	01557805	Summers County	933901529	18506801	360.581	7.146	37.656003	-80.856315                                                                                                                  
WV	54091	01689856	Taylor County	447475054	7532835	172.771	2.908	39.332478	-80.046554                                                                                                                    
WV	54093	01689423	Tucker County	1085094885	5528932	418.957	2.135	39.111175	-79.559968                                                                                                                   
WV	54095	01678706	Tyler County	663797704	11403003	256.294	4.403	39.465634	-80.877219                                                                                                                    
WV	54097	01696800	Upshur County	918506896	302703	354.638	0.117	38.902536	-80.231335                                                                                                                     
WV	54099	01550056	Wayne County	1310504124	15860720	505.988	6.124	38.145541	-82.419681                                                                                                                   
WV	54101	01550057	Webster County	1433477403	7148637	553.469	2.76	38.483459	-80.449052                                                                                                                   
WV	54103	01717836	Wetzel County	927380674	8458366	358.064	3.266	39.600602	-80.628157                                                                                                                    
WV	54105	01678877	Wirt County	602201080	5839706	232.511	2.255	39.020034	-81.382975                                                                                                                      
WV	54107	01560558	Wood County	948592039	27228519	366.253	10.513	39.211575	-81.516253                                                                                                                    
WV	54109	01550061	Wyoming County	1293580739	6123514	499.454	2.364	37.603717	-81.548884                                                                                                                  
WI	55001	01581060	Adams County	1672140731	108432130	645.617	41.866	43.973763	-89.767223                                                                                                                 
WI	55003	01581061	Ashland County	2706535135	3230651989	1044.999	1247.362	46.544424	-90.679691                                                                                                           
WI	55005	01581062	Barron County	2234461780	70014121	862.731	27.033	45.437192	-91.852892                                                                                                                 
WI	55007	01581063	Bayfield County	3827691502	1460289843	1477.88	563.821	46.634199	-91.177282                                                                                                            
WI	55009	01581064	Brown County	1372929582	221812520	530.091	85.642	44.474021	-87.996151                                                                                                                 
WI	55011	01581065	Buffalo County	1739529649	98310686	671.636	37.958	44.385642	-91.761229                                                                                                                
WI	55013	01581066	Burnett County	2127825031	151944424	821.558	58.666	45.866897	-92.37573                                                                                                                
WI	55015	01581067	Calumet County	824226133	204199001	318.236	78.842	44.07841	-88.212132                                                                                                                 
WI	55017	01581068	Chippewa County	2611629940	85231859	1008.356	32.908	45.069092	-91.283505                                                                                                              
WI	55019	01581069	Clark County	3133093098	23242138	1209.694	8.974	44.739346	-90.609953                                                                                                                  
WI	55021	01581070	Columbia County	1982754434	78836820	765.546	30.439	43.471882	-89.330472                                                                                                               
WI	55023	01581071	Crawford County	1478001876	73945449	570.66	28.55	43.24991	-90.95123                                                                                                                   
WI	55025	01581072	Dane County	3098774789	106341440	1196.444	41.059	43.067468	-89.417852                                                                                                                 
WI	55027	01581073	Dodge County	2267979574	81401509	875.672	31.429	43.422662	-88.704398                                                                                                                  
WI	55029	01581074	Door County	1248277387	4890604624	481.963	1888.273	45.093417	-87.048683                                                                                                               
WI	55031	01581075	Douglas County	3377709531	454636088	1304.141	175.536	46.463218	-91.892477                                                                                                             
WI	55033	01581076	Dunn County	2201882935	35592324	850.152	13.742	44.947745	-91.897661                                                                                                                   
WI	55035	01581077	Eau Claire County	1652211293	18848535	637.922	7.277	44.726355	-91.286414                                                                                                              
WI	55037	01581078	Florence County	1264232435	24111636	488.123	9.31	45.871828	-88.406988                                                                                                                 
WI	55039	01581079	Fond du Lac County	1863635236	119885776	719.554	46.288	43.754722	-88.493284                                                                                                           
WI	55041	01581080	Forest County	2626878499	83594186	1014.244	32.276	45.666881	-88.773326                                                                                                                
WI	55043	01581081	Grant County	2970364997	94558771	1146.864	36.509	42.870028	-90.694229                                                                                                                 
WI	55045	01581082	Green County	1512664667	1315749	584.043	0.508	42.675522	-89.605074                                                                                                                    
WI	55047	01581083	Green Lake County	904711548	79805895	349.311	30.813	43.82619	-89.113699                                                                                                               
WI	55049	01581084	Iowa County	1975379853	13870296	762.698	5.355	43.001021	-90.133691                                                                                                                    
WI	55051	01581085	Iron County	1963699135	416924547	758.189	160.975	46.32655	-90.261298                                                                                                                  
WI	55053	01581086	Jackson County	2558240018	32985363	987.742	12.736	44.326331	-90.797491                                                                                                                
WI	55055	01581087	Jefferson County	1441198727	68095317	556.45	26.292	43.013804	-88.773985                                                                                                               
WI	55057	01581088	Juneau County	1986622513	98737513	767.039	38.123	43.932836	-90.113984                                                                                                                 
WI	55059	01581089	Kenosha County	704208614	1248708387	271.896	482.129	42.579703	-87.425005                                                                                                              
WI	55061	01581090	Kewaunee County	886863420	1921424713	342.42	741.866	44.501064	-87.163062                                                                                                              
WI	55063	01581091	La Crosse County	1170076495	73110306	451.769	28.228	43.908222	-91.111758                                                                                                              
WI	55065	01581092	Lafayette County	1640985307	2539100	633.588	0.98	42.655578	-90.130292                                                                                                                 
WI	55067	01581093	Langlade County	2254971901	44403904	870.65	17.144	45.26238	-89.067548                                                                                                                 
WI	55069	01581094	Lincoln County	2276114436	72463206	878.813	27.978	45.338417	-89.742309                                                                                                                
WI	55071	01581095	Manitowoc County	1526268667	2343369333	589.296	904.78	44.104433	-87.315478                                                                                                            
WI	55073	01581096	Marathon County	4001465174	81219897	1544.974	31.359	44.898036	-89.757823                                                                                                              
WI	55075	01581097	Marinette County	3624558795	389917044	1399.45	150.548	45.346899	-87.991198                                                                                                            
WI	55077	01581098	Marquette County	1180275605	22682651	455.707	8.758	43.826053	-89.409095                                                                                                               
WI	55078	01581099	Menominee County	926201674	19038372	357.608	7.351	44.991304	-88.669251                                                                                                                
WI	55079	01581100	Milwaukee County	625439443	2455436199	241.484	948.049	43.01766	-87.481554                                                                                                             
WI	55081	01581101	Monroe County	2333327981	18589237	900.903	7.177	43.945175	-90.619969                                                                                                                  
WI	55083	01581102	Oconto County	2583464874	392038134	997.481	151.367	44.996575	-88.206516                                                                                                               
WI	55085	01581103	Oneida County	2885082781	317622270	1113.937	122.635	45.716176	-89.534533                                                                                                              
WI	55087	01581104	Outagamie County	1651321050	18205949	637.579	7.029	44.418226	-88.464988                                                                                                               
WI	55089	01581105	Ozaukee County	603471584	2287458200	233.002	883.193	43.360752	-87.499304                                                                                                              
WI	55091	01581106	Pepin County	600892978	43242987	232.006	16.696	44.627436	-91.83489                                                                                                                    
WI	55093	01581107	Pierce County	1486126051	46825858	573.797	18.08	44.725336	-92.426279                                                                                                                  
WI	55095	01581108	Polk County	2367400716	109704318	914.059	42.357	45.462041	-92.447066                                                                                                                  
WI	55097	01581109	Portage County	2074125052	56939082	800.824	21.984	44.476246	-89.49807                                                                                                                 
WI	55099	01581110	Price County	3247805080	62281745	1253.985	24.047	45.679072	-90.35965                                                                                                                  
WI	55101	01581111	Racine County	861408885	1190236349	332.592	459.553	42.754123	-87.42084                                                                                                                
WI	55103	01581112	Richland County	1518120269	8153437	586.15	3.148	43.376199	-90.435693                                                                                                                  
WI	55105	01581113	Rock County	1859979851	20695904	718.142	7.991	42.66988	-89.075284                                                                                                                     
WI	55107	01581114	Rusk County	2366092049	44813688	913.553	17.303	45.472734	-91.136745                                                                                                                   
WI	55109	01581833	St. Croix County	1871226040	34193433	722.484	13.202	45.028959	-92.447284                                                                                                              
WI	55111	01581115	Sauk County	2153665639	45713371	831.535	17.65	43.427998	-89.943329                                                                                                                    
WI	55113	01581116	Sawyer County	3256422227	240678258	1257.312	92.926	45.864913	-91.14713                                                                                                                
WI	55115	01581117	Shawano County	2313442856	41883375	893.225	16.171	44.789641	-88.755813                                                                                                                
WI	55117	01581118	Sheboygan County	1324905935	1967592839	511.549	759.692	43.7452	-87.73212                                                                                                              
WI	55119	01581119	Taylor County	2525318829	24686414	975.031	9.531	45.211656	-90.504853                                                                                                                  
WI	55121	01581120	Trempealeau County	1898471750	23372072	733.004	9.024	44.30305	-91.358867                                                                                                              
WI	55123	01581121	Vernon County	2050135759	64289523	791.562	24.822	43.599366	-90.821983                                                                                                                 
WI	55125	01581122	Vilas County	2221447085	414426793	857.706	160.011	46.049848	-89.501254                                                                                                                
WI	55127	01581123	Walworth County	1438141978	55217124	555.27	21.319	42.66811	-88.541731                                                                                                                 
WI	55129	01581124	Washburn County	2064513622	145566159	797.113	56.203	45.892489	-91.796422                                                                                                              
WI	55131	01581125	Washington County	1115370272	12999403	430.647	5.019	43.391156	-88.232917                                                                                                              
WI	55133	01581126	Waukesha County	1423675192	79851458	549.684	30.831	43.018368	-88.30424                                                                                                                
WI	55135	01581127	Waupaca County	1936513136	45278485	747.692	17.482	44.478004	-88.967005                                                                                                                
WI	55137	01581128	Waushara County	1621695264	29151536	626.14	11.255	44.112823	-89.239786                                                                                                                
WI	55139	01581129	Winnebago County	1125258751	373232751	434.465	144.106	44.085707	-88.668149                                                                                                            
WI	55141	01581130	Wood County	2053928984	42054151	793.026	16.237	44.461413	-90.038825                                                                                                                   
WY	56001	01605066	Albany County	11070455501	89161368	4274.327	34.425	41.665514	-105.721883                                                                                                              
WY	56003	01605067	Big Horn County	8123500143	56402796	3136.501	21.777	44.525117	-107.994848                                                                                                             
WY	56005	01605068	Campbell County	12437264300	11038017	4802.055	4.262	44.191999	-105.517014                                                                                                             
WY	56007	01605069	Carbon County	20455215011	171386237	7897.803	66.173	41.70359	-106.933153                                                                                                              
WY	56009	01605070	Converse County	11020250155	26204242	4254.943	10.118	42.974898	-105.505917                                                                                                            
WY	56011	01605071	Crook County	7393068933	28186053	2854.48	10.883	44.589266	-104.567298                                                                                                                 
WY	56013	01605072	Fremont County	23784954724	213202754	9183.423	82.318	43.054831	-108.608935                                                                                                            
WY	56015	01605073	Goshen County	5764311447	16969239	2225.613	6.552	42.089455	-104.35354                                                                                                                 
WY	56017	01605074	Hot Springs County	5190589691	5964358	2004.098	2.303	43.720209	-108.435076                                                                                                            
WY	56019	01609191	Johnson County	10759208728	52947545	4154.154	20.443	44.044048	-106.588541                                                                                                             
WY	56021	01605075	Laramie County	6956482527	4273816	2685.913	1.65	41.29283	-104.660395                                                                                                                  
WY	56023	01605076	Lincoln County	10555073751	49947392	4075.337	19.285	42.229993	-110.682961                                                                                                             
WY	56025	01605077	Natrona County	13831948351	90949279	5340.545	35.116	42.977645	-106.768219                                                                                                             
WY	56027	01605078	Niobrara County	6801380679	4969450	2626.028	1.919	43.062159	-104.468373                                                                                                               
WY	56029	01605079	Park County	17974153917	65512584	6939.86	25.295	44.492387	-109.593597                                                                                                                 
WY	56031	01605080	Platte County	5398019715	69035953	2084.187	26.655	42.131593	-104.953963                                                                                                               
WY	56033	01605081	Sheridan County	6535475121	7986323	2523.361	3.084	44.781369	-106.881211                                                                                                               
WY	56035	01605082	Sublette County	12655929146	127353628	4886.482	49.172	42.767928	-109.91617                                                                                                            
WY	56037	01609192	Sweetwater County	27005738206	166246301	10426.974	64.188	41.660328	-108.875677                                                                                                        
WY	56039	01605083	Teton County	10351785153	570864021	3996.847	220.412	44.048662	-110.426072                                                                                                             
WY	56041	01605084	Uinta County	5391911952	16345637	2081.829	6.311	41.284726	-110.558947                                                                                                                 
WY	56043	01605085	Washakie County	5798120186	10455585	2238.667	4.037	43.878831	-107.669052                                                                                                              
WY	56045	01605086	Weston County	6210804109	5225498	2398.005	2.018	43.846213	-104.57002                                                                                                                  
PR	72001	01804480	Adjuntas Municipio	172725728	1051790	66.69	0.406	18.181611	-66.758165                                                                                                                 
PR	72003	01804481	Aguada Municipio	79923633	38025989	30.859	14.682	18.375681	-67.183707                                                                                                                 
PR	72005	01804482	Aguadilla Municipio	94613892	101131781	36.531	39.047	18.480191	-67.143762                                                                                                             
PR	72007	01804483	Aguas Buenas Municipio	77919490	28383	30.085	0.011	18.256524	-66.128496                                                                                                               
PR	72009	01804484	Aibonito Municipio	81094471	71895	31.311	0.028	18.130647	-66.263974                                                                                                                   
PR	72011	01804485	Añasco Municipio	101747426	14607646	39.285	5.64	18.286905	-67.131282                                                                                                                  
PR	72013	01804486	Arecibo Municipio	326179591	117205831	125.939	45.253	18.433923	-66.675055                                                                                                             
PR	72015	01804487	Arroyo Municipio	38869489	53459916	15.008	20.641	17.97206	-66.041945                                                                                                                  
PR	72017	01804488	Barceloneta Municipio	48421896	31649450	18.696	12.22	18.469989	-66.55823                                                                                                              
PR	72019	01804489	Barranquitas Municipio	88714041	77812	34.253	0.03	18.198955	-66.309833                                                                                                                
PR	72021	01804490	Bayamón Municipio	114816256	477626	44.331	0.184	18.350866	-66.167693                                                                                                                  
PR	72023	01804491	Cabo Rojo Municipio	182264459	277228652	70.373	107.039	18.008873	-67.209884                                                                                                           
PR	72025	01804492	Caguas Municipio	151782488	1201689	58.604	0.464	18.211109	-66.050964                                                                                                                  
PR	72027	01804493	Camuy Municipio	120058280	40430074	46.355	15.61	18.445469	-66.863134                                                                                                                  
PR	72029	01804494	Canóvanas Municipio	85127784	364681	32.868	0.141	18.323585	-65.883206                                                                                                                 
PR	72031	01804495	Carolina Municipio	117502258	38734577	45.368	14.956	18.396776	-65.968778                                                                                                              
PR	72033	01804496	Cataño Municipio	12629288	5619250	4.876	2.17	18.444614	-66.148819                                                                                                                     
PR	72035	01804497	Cayey Municipio	134509871	68569	51.935	0.026	18.103624	-66.151667                                                                                                                     
PR	72037	01804498	Ceiba Municipio	75201651	336178483	29.036	129.799	18.273749	-65.530895                                                                                                                
PR	72039	01804499	Ciales Municipio	172310206	459605	66.529	0.177	18.295913	-66.515588                                                                                                                   
PR	72041	01804500	Cidra Municipio	93294534	1123798	36.021	0.434	18.174404	-66.161622                                                                                                                    
PR	72043	01804501	Coamo Municipio	202052316	38061	78.013	0.015	18.1038	-66.357586                                                                                                                       
PR	72045	01804502	Comerío Municipio	73557184	319738	28.401	0.123	18.225032	-66.219481                                                                                                                   
PR	72047	01804503	Corozal Municipio	110248539	16284	42.567	0.006	18.30391	-66.326179                                                                                                                    
PR	72049	01804504	Culebra Municipio	30115058	407158805	11.627	157.205	18.326599	-65.30772                                                                                                               
PR	72051	01804505	Dorado Municipio	59870098	79238790	23.116	30.594	18.472661	-66.259585                                                                                                                 
PR	72053	01804506	Fajardo Municipio	77448647	195352764	29.903	75.426	18.386378	-65.588454                                                                                                               
PR	72054	01804507	Florida Municipio	39391498	34012	15.209	0.013	18.369006	-66.561219                                                                                                                    
PR	72055	01804508	Guánica Municipio	95959910	109853315	37.05	42.415	17.948052	-66.922989                                                                                                                
PR	72057	01804509	Guayama Municipio	168328028	108327763	64.992	41.826	17.973929	-66.137467                                                                                                              
PR	72059	01804510	Guayanilla Municipio	109480387	56911386	42.271	21.974	18.005263	-66.798356                                                                                                            
PR	72061	01804511	Guaynabo Municipio	71444631	468304	27.585	0.181	18.344357	-66.114056                                                                                                                  
PR	72063	01804512	Gurabo Municipio	72228545	1101116	27.888	0.425	18.272581	-65.981177                                                                                                                   
PR	72065	01804513	Hatillo Municipio	108213684	43975697	41.782	16.979	18.441141	-66.79821                                                                                                                
PR	72067	01804514	Hormigueros Municipio	29384893	481	11.346	0.	18.134695	-67.116199                                                                                                                     
PR	72069	01804515	Humacao Municipio	115929990	68988203	44.761	26.636	18.135403	-65.786229                                                                                                               
PR	72071	01804516	Isabela Municipio	143255845	94636933	55.311	36.54	18.48517	-67.013463                                                                                                                 
PR	72073	01804517	Jayuya Municipio	115340543	3091	44.533	0.001	18.211152	-66.58687                                                                                                                      
PR	72075	01804518	Juana Díaz Municipio	156117100	121328720	60.277	46.845	17.997974	-66.490496                                                                                                           
PR	72077	01804519	Juncos Municipio	68605410	327694	26.489	0.127	18.224133	-65.908542                                                                                                                    
PR	72079	01804520	Lajas Municipio	155287823	106643202	59.957	41.175	17.978511	-67.040111                                                                                                                
PR	72081	01804521	Lares Municipio	159155302	485277	61.45	0.187	18.277102	-66.869645                                                                                                                     
PR	72083	01804522	Las Marías Municipio	120071822	376224	46.36	0.145	18.227594	-66.97758                                                                                                                 
PR	72085	01804523	Las Piedras Municipio	87748363	32509	33.88	0.013	18.187148	-65.871189                                                                                                                 
PR	72087	01804524	Loíza Municipio	50086873	119822959	19.339	46.264	18.475039	-65.90328                                                                                                                  
PR	72089	01804525	Luquillo Municipio	66851395	53659423	25.811	20.718	18.367996	-65.709904                                                                                                               
PR	72091	01804526	Manatí Municipio	116913007	66163823	45.14	25.546	18.444803	-66.493137                                                                                                                 
PR	72093	01804527	Maricao Municipio	94851792	12487	36.622	0.005	18.173956	-66.935547                                                                                                                    
PR	72095	01804528	Maunabo Municipio	54816722	44549509	21.165	17.201	17.999786	-65.896403                                                                                                                
PR	72097	01804529	Mayagüez Municipio	201174437	508705758	77.674	196.412	18.260656	-67.182623                                                                                                            
PR	72099	01804530	Moca Municipio	130383573	56474	50.341	0.022	18.377637	-67.079574                                                                                                                      
PR	72101	01804531	Morovis Municipio	100676181	139537	38.871	0.054	18.319026	-66.420557                                                                                                                  
PR	72103	01804532	Naguabo Municipio	133799723	53351781	51.66	20.599	18.21107	-65.735749                                                                                                                 
PR	72105	01804533	Naranjito Municipio	70969180	898339	27.401	0.347	18.289927	-66.25344                                                                                                                  
PR	72107	01804534	Orocovis Municipio	164788358	402899	63.625	0.156	18.218733	-66.436899                                                                                                                 
PR	72109	01804535	Patillas Municipio	120695652	74074554	46.601	28.6	18.000311	-65.986642                                                                                                                
PR	72111	01804536	Peñuelas Municipio	115558555	60210081	44.617	23.247	18.026618	-66.728125                                                                                                              
PR	72113	01804537	Ponce Municipio	297688774	203748398	114.938	78.668	18.001717	-66.606662                                                                                                               
PR	72115	01804538	Quebradillas Municipio	58747685	30224116	22.683	11.67	18.466357	-66.927603                                                                                                            
PR	72117	01804539	Rincón Municipio	37005461	103924383	14.288	40.125	18.340562	-67.277302                                                                                                                
PR	72119	01804540	Río Grande Municipio	157008580	74876344	60.621	28.91	18.376369	-65.798434                                                                                                             
PR	72121	01804541	Sabana Grande Municipio	94050249	25323	36.313	0.01	18.084361	-66.947667                                                                                                               
PR	72123	01804542	Salinas Municipio	179660999	115910809	69.368	44.753	17.971485	-66.262252                                                                                                              
PR	72125	01804543	San Germán Municipio	141145018	29360	54.496	0.011	18.1078	-67.037263                                                                                                                  
PR	72127	01804544	San Juan Municipio	124029911	75277891	47.888	29.065	18.422363	-66.068093                                                                                                              
PR	72129	01804545	San Lorenzo Municipio	137547974	256425	53.108	0.099	18.147107	-65.976167                                                                                                              
PR	72131	01804546	San Sebastián Municipio	182394904	2060666	70.423	0.796	18.331409	-66.970678                                                                                                           
PR	72133	01804547	Santa Isabel Municipio	88144282	111140897	34.033	42.912	17.952922	-66.387588                                                                                                          
PR	72135	01804548	Toa Alta Municipio	69972584	1405464	27.017	0.543	18.364556	-66.244669                                                                                                                 
PR	72137	01804549	Toa Baja Municipio	60201690	48075984	23.244	18.562	18.45691	-66.193193                                                                                                                
PR	72139	01804550	Trujillo Alto Municipio	53786135	1592601	20.767	0.615	18.335387	-66.003787                                                                                                            
